Fecha,ID,NPS Group,NPS,Comment,UsuarioDecisión,Canal,Palanca,Subpalanca
2026-01-09 11:34:56,122570197,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-23 18:01:28,123184061,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-05 11:55:41,123746266,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-19 18:10:31,122937913,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-19 08:48:59,122908667,PROMOTOR,10,DE MANERA GENERAL,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-20 14:44:01,124279099,PASIVO,8,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 20:27:23,123660115,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 13:51:37,123700037,PROMOTOR,10,buen servicio,Sí,BBVA,Banca,Amabilidad del ejecutivo
2026-02-17 14:02:26,124167212,PROMOTOR,10,EXCELENTE,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-13 11:30:41,122721462,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 14:13:42,123701106,PASIVO,8,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-11 08:05:49,123962077,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-05 13:38:29,123754573,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-09 14:29:07,122584192,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-28 13:07:28,123385499,PASIVO,8,buena atencion a clientes,Sí,BBVA,Banca,Amabilidad del ejecutivo
2026-01-28 14:31:26,123388862,PROMOTOR,10,muy buena aplicacion solo que es bastante cara,Sí,BBVA,Productos,Comisión por uso
2026-01-06 12:26:21,122406222,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-15 15:21:26,124088854,PROMOTOR,10,Muy buena Aplicación Movil y Acceso Web,No,Web,Uso,Practicidad/ Facilidad de uso
2026-02-18 14:01:01,124202441,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-09 10:53:02,123875726,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-30 11:33:32,123460715,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-16 13:50:04,124129015,PROMOTOR,10,Todo es excelente!,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-02-04 08:55:43,123681334,DETRACTOR,0,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-14 14:03:27,124072210,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-28 15:48:03,123391359,DETRACTOR,0,mal,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-06 12:02:14,122403963,PROMOTOR,10,excelente,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-22 15:34:33,123116185,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-23 08:10:39,123154349,PROMOTOR,10,exelente,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-09 15:41:55,123893291,DETRACTOR,6,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-02 18:54:14,123604324,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-24 16:49:02,123212077,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-06 10:10:40,123795318,PROMOTOR,9,Me gusta la plataforma es sencilla y fácil de manejar,No,Web,Uso,Practicidad/ Facilidad de uso
2026-02-14 09:44:18,124067036,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-31 11:53:57,123490298,PASIVO,7,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-19 11:18:51,122919240,PROMOTOR,10,muy rapida,Sí,Web,Uso,Velocidad de la plataforma
2026-02-11 16:12:21,123982334,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-21 11:04:35,124293336,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-11 09:39:43,123966225,PROMOTOR,10,EXCELENTE,No,Web,Uso,Practicidad/ Facilidad de uso
2026-02-03 13:51:55,123646597,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-14 13:27:01,124071459,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-16 17:33:38,122853378,DETRACTOR,0,DEJEN DE PEDIR VALORACION,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-20 12:45:46,122974002,PROMOTOR,10,bueno,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-10 14:31:00,123941315,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-16 12:17:36,122841733,DETRACTOR,0,HORRIBLE. ESTABA MEJOR LA VERSION ANTERIOR,Sí,Web,Uso,Interface/ Actualización
2026-02-13 18:27:07,124057576,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 10:58:13,123636200,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-13 18:55:13,124057963,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-05 11:30:37,123744262,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-06 15:00:03,123807586,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-05 13:17:21,122331273,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-28 12:43:14,123384268,PROMOTOR,10,excelente servicio,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-02-04 18:06:41,123709961,PROMOTOR,9,atencion rapida,Sí,Web,Uso,Velocidad de la plataforma
2026-01-19 13:20:30,122926864,PASIVO,8,La aplicación y la web no son muy estables. Son muy caros para las complicaciones de eso,Sí,Web,Funcionamiento Continuo,No funciona bien/ falla
2026-01-30 17:12:20,123472680,PASIVO,7,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-06 19:20:47,122421462,PROMOTOR,10,10,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 09:48:36,123631641,PASIVO,7,"EN OCASIONES SIMPLEMENTE NO FUNCIONA, LA ACRTUALIZACION QUE SE HIZO  A LA APP FUE MUY MALA, LA BANCA EN LINEA PARA FIN DE MES ES LENTA",Sí,Web,Uso,Velocidad de la plataforma
2026-02-12 22:33:57,124022901,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-15 15:43:56,124089160,PROMOTOR,10,"Porque es amigable para los movimientos que necesito hacer, y me ha demostrado ser confiable.",Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-30 08:25:33,123452133,PROMOTOR,9,ME FUNCIONA BIEN,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-02-11 14:06:55,123978789,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-13 07:58:34,122711832,DETRACTOR,3,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-29 15:07:51,123429608,DETRACTOR,0,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-26 13:50:20,123287682,PROMOTOR,9,ESTA MEJOR ESTA VERSION QUE UNA ANTERIOR. MAS AMIGABLE SU SECUENCIA Y MUY BIEN.,No,Web,Uso,Diseño UX
2026-01-24 11:31:12,123204263,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 21:36:39,123714381,PROMOTOR,10,buen funcionamiento,Sí,Otros,FAN,FAN
2026-02-10 11:59:38,123935176,PASIVO,7,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-31 21:05:25,123498755,PROMOTOR,10,m,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-17 13:36:09,124166359,PROMOTOR,10,por lo rapido y eficiente que son los cajeros automaticos y cuando se ocupa de un acesor tambien,Sí,BBVA,Autoservicio,Funcionamiento
2026-01-22 11:29:03,123092367,DETRACTOR,0,asd,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-26 13:13:16,123284158,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-24 19:04:18,123213964,PROMOTOR,10,muy bien,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-28 14:18:09,123388372,PROMOTOR,10,Excelente,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-02-06 11:25:05,123798860,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 09:31:01,123630423,PROMOTOR,9,En general es muy bueno  el servicio Solo falta mejorar un poco la atención de los Ejecutivos,Sí,BBVA,Banca,Amabilidad del ejecutivo
2026-02-09 05:46:49,123862018,PROMOTOR,10,putos,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 10:13:00,123633206,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-30 08:29:45,123452267,PROMOTOR,10,"muy bien , todo.",Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 14:52:15,123649484,PROMOTOR,9,"Calidad en la atención de su ejecutiva que nos atiende. Facilidad de uso y potencia de su banca electrónica, mejorar emisión edo. ctas TCs en Excel",Sí,Web,Uso,Edo de Cuenta
2026-02-18 16:04:44,124205634,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-27 09:03:18,123326484,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 17:48:05,123709362,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 11:30:05,123691903,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-16 12:46:31,124123633,DETRACTOR,1,Interfaz horrible,Sí,Web,Uso,Velocidad de la plataforma
2026-02-07 10:44:59,123826383,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-15 14:30:28,122805689,PROMOTOR,10,Muy buen portal para pago a proveedores,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-02-19 06:49:43,124218191,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-26 11:47:10,123274969,PROMOTOR,9,ES RAPIDO Y SEGURO,Sí,Web,Uso,Velocidad de la plataforma
2026-02-12 14:37:31,124014756,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-15 20:06:34,122812820,PASIVO,8,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 10:13:23,123633237,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-11 12:03:13,123974022,DETRACTOR,3,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-27 17:14:15,123347982,PROMOTOR,10,FACIL Y SEGURO,No,Web,Uso,Velocidad de la plataforma
2026-02-02 11:52:37,123555354,PROMOTOR,10,ESTOY MUY SATISFECHO DE SER CLIENTE DE BBVA,Sí,BBVA,Banca,Atención personalizada
2026-02-20 12:59:38,124276301,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 18:50:19,123657829,PASIVO,8,"Ahí la llevan, pero no cambien cada rato la plataforma.",Sí,Web,Uso,Diseño UX
2026-02-07 10:32:01,123826018,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-13 16:42:45,124055723,DETRACTOR,0,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-28 20:09:36,123396410,PROMOTOR,10,excelente,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-26 12:54:50,123282302,PROMOTOR,9,"tienen buen servicio electronico, seguro y confiable",No,Web,Uso,Practicidad/ Facilidad de uso
2026-02-09 12:30:53,123880556,PROMOTOR,10,excelente servicio,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-15 11:10:13,122797413,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-10 18:06:06,123947262,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-16 10:07:10,124110310,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-07 13:48:13,122472905,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-05 12:25:08,123748928,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-09 11:53:51,122571929,PASIVO,8,TODO BIEN,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-30 17:34:35,123473176,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-25 22:56:32,123242694,PROMOTOR,9,"la interfaz es agradable, pero que no se pueda programar la nomina fuera de horario si es limitante",Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-14 23:40:36,122775863,PROMOTOR,9,.,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-12 21:00:18,122696855,PROMOTOR,9,"Las aplicaciones en el telefono luego siempre fallan. Los menús de AI no son los mejores, eran mejores los anteriores.",Sí,Web,Funcionamiento Continuo,No funciona bien/ falla
2026-01-27 20:29:19,123351362,PROMOTOR,10,Es un banco que siempre me ha funcionado.,No,BBVA,Banca,Atención personalizada
2026-02-11 11:30:22,123972404,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-06 17:27:52,123811828,PROMOTOR,10,Excelente atención,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-22 09:48:57,123085014,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-05 10:49:52,123741280,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-24 13:07:42,123207275,PROMOTOR,10,ES UN BANCO QUE SE INTERESA Y ME OFRECE PRODUCTOS ACORDE A MIS NECESIDADES,Sí,BBVA,Banca,Atención personalizada
2026-02-03 11:03:41,123636600,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-17 11:50:22,122866757,PROMOTOR,9,Con  la actualizacion copiaron las cosas malas que tenian otros bancos como banamex,No,Web,Uso,Interface/ Actualización
2026-02-13 16:33:19,124055524,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-06 20:47:18,123815029,PASIVO,7,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-07 22:43:35,122488692,PROMOTOR,10,EXCELENTE TODO,No,Web,Uso,Practicidad/ Facilidad de uso
2026-01-08 15:50:34,122531248,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-27 12:50:37,123338837,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-08 08:55:10,122507716,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-05 09:44:39,123737100,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-19 08:45:33,122908432,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-23 14:29:44,123174930,PROMOTOR,10,MUY BUENA,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-13 13:02:12,122725431,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-05 16:59:18,122353064,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-19 13:57:17,124243457,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-08 20:39:08,122538474,PASIVO,8,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-06 17:59:46,122419813,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-07 13:23:00,123830151,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-10 19:37:49,123948721,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-16 14:49:12,124132426,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-30 15:11:33,123469152,PROMOTOR,10,Excelente atención,No,Web,Uso,Practicidad/ Facilidad de uso
2026-01-30 13:29:02,123465573,PROMOTOR,10,BUENA ATENCION PERSONALIZADA,Sí,BBVA,Banca,Atención personalizada
2026-01-05 19:20:49,122362418,DETRACTOR,5,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-12 12:16:47,122672111,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-28 13:29:59,123386549,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-12 08:44:34,124000524,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-13 12:39:40,122724545,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-12 12:16:37,124009665,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 11:42:48,123692715,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 10:50:17,123689320,DETRACTOR,0,horrible la nueva aplicación,Sí,Web,Funcionamiento Continuo,No funciona bien/ falla
2026-02-14 12:14:20,124069963,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 14:45:00,123702420,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-08 10:00:52,122511911,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-07 13:02:38,122470343,PROMOTOR,10,muy facil de manejar,No,Web,Uso,Velocidad de la plataforma
2026-02-12 16:49:56,124018675,PROMOTOR,9,EXELENTE,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-21 16:41:12,123049261,DETRACTOR,0,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-21 19:12:52,123053499,PROMOTOR,10,"los menú son sencillos, la pagina funciona con rapidez",No,Web,Uso,Practicidad/ Facilidad de uso
2026-01-12 12:25:15,122672908,PROMOTOR,10,eficiencia,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-14 09:50:37,122754695,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-16 12:58:44,122845129,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-13 12:56:14,122725195,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 13:27:13,123698714,PASIVO,8,Es bueno el servicio en general,No,BBVA,Banca,Atención personalizada
2026-02-03 11:49:55,123639495,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-28 16:56:37,123393229,PROMOTOR,10,x,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-05 14:12:22,123757081,PROMOTOR,10,hasta ahora he trabajado bien con ellos,Sí,BBVA,Banca,Atención personalizada
2026-02-03 14:37:32,123648844,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-09 18:10:04,123902542,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-26 12:26:10,123279432,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-16 11:18:51,124115865,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-10 11:47:48,123934666,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-26 11:27:43,123273120,PROMOTOR,10,"Gracias a que la aplicacion es muy amigable y facil de usar, y se pueden hacer las operaciones facil y clara ademas del instructivo muy claro",No,Web,Uso,Practicidad/ Facilidad de uso
2026-02-13 21:26:39,124059354,PASIVO,8,"Varias veces a la semana mi aplicación me indica que mi contraseña está bloqueada, se desbloquea con facilidad pero es latoso.",Sí,Web,Funcionamiento Continuo,Fallas en el login
2026-02-05 16:32:47,123765087,DETRACTOR,0,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 16:51:06,123707552,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-01 08:01:05,123506135,DETRACTOR,6,mala atención en sucursal,Sí,BBVA,Banca,Atención personalizada
2026-02-03 12:05:19,123640417,PASIVO,7,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-29 12:55:28,123424931,PROMOTOR,10,Todo bien,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-05 16:34:51,122350794,DETRACTOR,1,Solicité apoyo en la sucursal de BANCOMER INSURGENTES.  un joven me hizo esperar màs de una hora. al final me dijo que lo atendiera por telèfono. :(,Sí,BBVA,Banca,Tiempo de espera
2026-01-20 12:01:57,122971891,DETRACTOR,5,"El sistema falla mucho despues de su ultima actualizacion, la cual no resulta muy amigable, se deberian poder pagar las contribuciones (SAT, IMSS)",Sí,Web,Funcionamiento Continuo,No funciona bien/ falla
2026-02-03 13:50:38,123646524,PASIVO,7,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-20 15:51:14,124280662,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-06 12:15:40,123801103,DETRACTOR,4,"NO ES SENCILLA SU OPERACION, Y NO LOGRRO PROGRAMAR PAGOS CON DIAS DE ANTICIPACION",Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-02-11 10:47:24,123969967,PROMOTOR,10,BUEN SERVICIO,No,BBVA,Banca,Amabilidad del ejecutivo
2026-01-22 11:23:27,123091999,PASIVO,7,NO ME HAN AUTORIZADO UN CREDITO,Sí,BBVA,Productos,Accesibilidad a créditos
2026-01-20 11:51:58,122971345,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-12 11:08:17,124006855,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-13 15:22:29,124053915,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-21 11:24:22,123028714,PROMOTOR,10,gracias,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-19 13:25:50,124242342,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-20 16:43:55,124281740,PROMOTOR,10,excelente servicio,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-05 13:02:36,122329904,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-14 18:39:13,122773004,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-23 13:24:47,123170945,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-18 16:05:19,124205650,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-26 20:25:34,123305635,PROMOTOR,10,A,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-12 13:27:08,122678066,PROMOTOR,10,ok,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-17 15:54:43,124170366,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-08 17:59:09,122535298,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 23:17:04,123662529,PASIVO,8,Es muy buen banco pero aún falta mucho por ofrecer en cuanto aplicaciones móviles.,Sí,Web,Funcionamiento Continuo,No funciona bien/ falla
2026-01-09 17:12:58,122589860,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 16:30:50,123706779,DETRACTOR,4,"Por la banca en linea, parece de 2014 vs mercado pago",Sí,Web,Uso,Diseño UX
2026-02-03 18:01:59,123656396,DETRACTOR,1,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-31 18:51:04,123497669,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-17 14:58:31,124168838,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-16 12:37:44,124122829,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-19 12:30:19,124240075,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 17:11:52,123654646,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 12:11:28,123694442,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-09 11:46:13,122571238,PROMOTOR,10,no,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-15 19:43:50,122812556,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-05 13:48:27,122334276,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-22 16:26:00,123121641,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-14 09:49:35,122754646,PROMOTOR,10,"es una excelente atención en asesoría para banca electronica, me han atentido de 10",No,BBVA,Banca,Amabilidad del ejecutivo
2026-02-11 08:45:07,123963795,PASIVO,7,FALTAN TRANFERENCIAS MÚLTIPLES,Sí,Web,Agregar Funcionalidad,Agregar Funcionalidad
2026-01-17 23:32:30,122872321,PASIVO,8,LA VERDAD NO ME GUSTA SU BANCA EN LÍNEA... ES MUY POCO AMIGABLE,No,Web,Uso,Practicidad/ Facilidad de uso
2026-02-12 16:51:22,124018726,PROMOTOR,10,mucho muy b bonito,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-14 03:26:15,122739405,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-23 11:17:12,123164434,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-26 14:12:31,123289662,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-06 15:35:59,123808699,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-26 14:03:10,123288803,DETRACTOR,5,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-26 17:16:27,123300639,PROMOTOR,10,POR LA FACILIDAD Y SEGURIDAD EN EL MANEJO DE LA BANCA ELECTRONICA,No,Web,Uso,Seguridad en la plataforma
2026-01-28 15:35:17,123390970,DETRACTOR,5,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-22 08:47:32,123080279,PROMOTOR,10,Muy buena plataforma,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-12 12:58:58,122675607,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-26 08:59:22,123262999,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-16 16:19:47,122851772,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-06 19:02:45,123813783,DETRACTOR,2,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-06 15:52:34,123809227,PASIVO,8,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-30 08:08:33,123451543,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-23 17:40:51,123183430,PASIVO,8,los conceptos tienen descripción confusas.  falta claridad actual,No,Web,Uso,Edo de Cuenta/ Comprobantes
2026-02-19 12:00:02,124237939,PASIVO,8,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 13:03:42,123643840,PROMOTOR,10,Excelente servicio,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-02-04 12:32:34,123695639,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-05 17:07:35,122353822,PROMOTOR,10,s,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-29 10:51:17,123419217,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 14:40:55,123702246,DETRACTOR,4,FALLA MUY CONSTANTE,Sí,Web,Funcionamiento Continuo,No funciona bien/ falla
